,OTU,Sample,Abundance,Group,Smple.ID,Treatment,Rep,Year_Month,Season,Location,Season_Location,Season_Year_Location,Year,Ph,TotalN,GravSoilMois,organicmatter,RespiredC,satH,satCa,satMg,satK,satNa,Kingdom,Phylum,Class,Order,Family,Genus,Taxonomy,,,Genus1
52073,Otu016,BDM09150006BF,0.008102919,BDM09150006BF,107,Organix,1,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.255,18,9.784606567,1.7,3.772583098,61,32,5,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
52074,Otu016,BDM05160047BF,0.007722821,BDM05160047BF,306,PLA/PHA,3,2016-05,Spring2016,TN,SpringTN,05-2016TN,2016,7.025,NA,12.39669421,NA,3.400088279,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
52075,Otu016,BDM09160019BF,0.00746337,BDM09160019BF,306,PLA/PHA,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6,22,11.5942029,1.3,6.910266688,14,68,12,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
52076,Otu016,BDM09160008BF,0.007039801,BDM09160008BF,201,PLA/PHA,2,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.65,30,9.635416667,1.7,10.68624742,49,39,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
52077,Otu016,BDM09160015BF,0.006701171,BDM09160015BF,301,Naturecycle,3,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,5.45,33,11.98979592,1.6,7.105386058,53,36,8,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
52078,Otu016,BDM09150019BF,0.006251722,BDM09150019BF,306,PLA/PHA,3,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,5.98,23,7.592589615,1.3,0.982374678,31,52,9,7,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
52079,Otu016,BDM09160001BF,0.005794843,BDM09160001BF,101,Weedguard,1,2016-09,Fall2016,TN,FallTN,09-2016TN,2016,6,41,12.15277778,1.5,13.16544047,67,25,4,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
52080,Otu016,BDM09150008BF,0.003212446,BDM09150008BF,201,PLA/PHA,2,2015-09,Fall2015,TN,FallTN,09-2015TN,2015,4.72,32,8.326771648,1.7,2.874319212,77,18,3,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51913,Otu016,BDM05150044BF,0.075172246,BDM05150044BF,302,Weedguard,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.4,17,21.12244898,2.5,14.5656793,25,59,9,6,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51914,Otu016,BDM09150031BF,0.073928618,BDM09150031BF,103,PLA/PHA,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.8,48,20.11291461,2.2,2.478476903,36,50,9,3,2,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51915,Otu016,BDM09150036BF,0.071382273,BDM09150036BF,201,PLA/PHA,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,6,6,20.75750123,2.3,3.335969186,42,47,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51916,Otu016,BDM09150044BF,0.070166211,BDM09150044BF,302,Weedguard,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,6.2,14,22.57601149,2.4,4.191668159,43,46,6,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51917,Otu016,BDM09150043BF,0.069914083,BDM09150043BF,301,Naturecycle,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,6.2,16,21.59227986,2.5,4.831513422,42,46,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51918,Otu016,BDM09150045BF,0.069255485,BDM09150045BF,304,Polyethylene,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.9,9,17.33760293,2.4,1.243036392,65,29,4,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51919,Otu016,BDM05160021BF,0.068521039,BDM05160021BF,308,Organix,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.84016612,NA,4.835609047,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51920,Otu016,BDM09150049BF,0.068324358,BDM09150049BF,308,Organix,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.8,22,21.96896217,2.2,3.495600711,58,34,5,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51921,Otu016,BDM09150037BF,0.067212463,BDM09150037BF,202,No Mulch,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.8,72,19.48927969,2.4,3.353531009,63,31,4,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51922,Otu016,BDM05150030BF,0.06713543,BDM05150030BF,102,BioAgri,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.4,10,21.8579235,2.3,16.73779786,33,52,9,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51923,Otu016,BDM05160001BF,0.066829891,BDM05160001BF,101,Weedguard,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.32275546,NA,6.467224541,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51924,Otu016,BDM09150038BF,0.064842209,BDM09150038BF,203,Weedguard,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.7,56,23.03536346,2.3,3.710374285,58,33,5,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51925,Otu016,BDM05160002BF,0.064743463,BDM05160002BF,102,BioAgri,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.53487664,NA,4.928205102,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51926,Otu016,BDM09150030BF,0.064637027,BDM09150030BF,102,BioAgri,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.7,66,21.56862745,2.3,2.583288266,45,44,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51927,Otu016,BDM05160015BF,0.064442369,BDM05160015BF,301,Naturecycle,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.64969866,NA,4.213030247,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51928,Otu016,BDM05160009BF,0.064067282,BDM05160009BF,202,No Mulch,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,21.83536687,NA,6.699597781,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51929,Otu016,BDM05160016BF,0.063997559,BDM05160016BF,302,Weedguard,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,23.72020837,NA,6.899009279,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51930,Otu016,BDM09160044BF,0.063830452,BDM09160044BF,302,Weedguard,3,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,17,20.27067081,2.3,5.540266956,48,42,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51931,Otu016,BDM05150031BF,0.061796131,BDM05150031BF,103,PLA/PHA,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,13,22.22222222,2.2,12.95169094,34,51,9,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51932,Otu016,BDM09150039BF,0.06124767,BDM09150039BF,204,BioAgri,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.9,19,22.49335588,2.3,3.655465696,38,50,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51933,Otu016,BDM05150037BF,0.061046931,BDM05150037BF,202,No Mulch,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,12,22.29617304,2.4,14.62863052,40,47,7,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51934,Otu016,BDM05160017BF,0.060818978,BDM05160017BF,304,Polyethylene,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.90078485,NA,8.683090529,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51935,Otu016,BDM05160003BF,0.060581115,BDM05160003BF,103,PLA/PHA,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.52535568,NA,5.725974561,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51936,Otu016,BDM09150033BF,0.060243107,BDM09150033BF,106,No Mulch,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.9,102,20.18244014,2.3,2.487275321,43,44,8,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51937,Otu016,BDM09160037BF,0.059957063,BDM09160037BF,202,No Mulch,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,17,17.15463788,2.3,6.396592121,41,48,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51938,Otu016,BDM05150038BF,0.059724516,BDM05150038BF,203,Weedguard,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,21,19.98577525,2.4,13.09500205,36,49,8,6,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51939,Otu016,BDM09150047BF,0.059484095,BDM09150047BF,306,PLA/PHA,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.8,11,20.56230641,2.3,2.689408881,65,29,4,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51940,Otu016,BDM05160012BF,0.059309584,BDM05160012BF,205,Organix,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.23850461,NA,5.651313004,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51941,Otu016,BDM05160011BF,0.059040209,BDM05160011BF,204,BioAgri,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.06501976,NA,4.523033984,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51942,Otu016,BDM05160008BF,0.058805562,BDM05160008BF,201,PLA/PHA,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.34769186,NA,5.412301989,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51943,Otu016,BDM05150049BF,0.058396725,BDM05150049BF,308,Organix,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.3,12,22.6744186,2.4,15.37231109,42,46,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51944,Otu016,BDM05150029BF,0.05828668,BDM05150029BF,101,Weedguard,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,14,20.46783626,2.3,13.22227717,40,47,8,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51945,Otu016,BDM09150041BF,0.057014004,BDM09150041BF,206,Naturecycle,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.9,12,21.57413914,2.2,3.882353871,27,59,9,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51946,Otu016,BDM05150045BF,0.056493198,BDM05150045BF,304,Polyethylene,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,12,21.83908046,2.4,20.14142608,49,39,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51947,Otu016,BDM05150033BF,0.056472876,BDM05150033BF,106,No Mulch,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,22.23476298,2.3,12.74269897,34,51,9,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51948,Otu016,BDM09150035BF,0.056260478,BDM09150035BF,108,Polyethylene,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,6,6,17.39030554,2.2,2.076609627,68,25,4,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51949,Otu016,BDM05160019BF,0.055827079,BDM05160019BF,306,PLA/PHA,3,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.44140684,NA,2.13613909,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51950,Otu016,BDM05150036BF,0.055502095,BDM05150036BF,201,PLA/PHA,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,16,23.60604482,2.3,14.17316835,27,56,10,6,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51951,Otu016,BDM09150032BF,0.054857876,BDM09150032BF,105,Naturecycle,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.9,43,21.74541948,2.2,3.759067367,62,31,5,2,0,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51952,Otu016,BDM05150039BF,0.054610007,BDM05150039BF,204,BioAgri,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,15,21.25765164,2.3,15.54256075,34,51,8,6,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51953,Otu016,BDM05160004BF,0.054545455,BDM05160004BF,105,Naturecycle,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.4730891,NA,5.134057424,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51954,Otu016,BDM05150043BF,0.053995641,BDM05150043BF,301,Naturecycle,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.4,17,19.41896024,2.4,12.3287849,32,53,9,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51955,Otu016,BDM05160007BF,0.053951029,BDM05160007BF,108,Polyethylene,1,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,22.83717688,NA,4.738045607,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51956,Otu016,BDM09160040BF,0.053815715,BDM09160040BF,205,Organix,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,28,21.36586662,2.3,5.830265304,52,38,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51957,Otu016,BDM05150040BF,0.053676973,BDM05150040BF,205,Organix,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,7,20.49736247,2.4,10.67141111,57,33,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51958,Otu016,BDM05150047BF,0.053078017,BDM05150047BF,306,PLA/PHA,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,10,22.59887006,2.3,15.35345069,56,34,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51959,Otu016,BDM05160013BF,0.053061335,BDM05160013BF,206,Naturecycle,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,21.79778595,NA,4.420077429,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51960,Otu016,BDM09150040BF,0.052442571,BDM09150040BF,205,Organix,2,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.5,43,22.37001209,2.2,3.120348439,55,35,6,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51961,Otu016,BDM09150029BF,0.052404031,BDM09150029BF,101,Weedguard,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.9,34,22.10601379,2.2,4.53263277,37,50,8,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51962,Otu016,BDM05150035BF,0.052388729,BDM05150035BF,108,Polyethylene,1,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.2,6,21.49333333,2.5,13.10261405,36,50,8,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51963,Otu016,BDM05150041BF,0.052073583,BDM05150041BF,206,Naturecycle,2,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.3,6,21.38038402,2.2,13.7474331,35,50,9,5,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51964,Otu016,BDM05160010BF,0.051797481,BDM05160010BF,203,Weedguard,2,2016-05,Spring2016,WA,SpringWA,05-2016WA,2016,NA,NA,21.66457843,NA,0.349770458,NA,NA,NA,NA,NA,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51965,Otu016,BDM09160036BF,0.051656742,BDM09160036BF,201,PLA/PHA,2,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,42,20.82372606,2.1,4.953207811,44,45,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51966,Otu016,BDM09160033BF,0.051135794,BDM09160033BF,106,No Mulch,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.7,29,16.38783364,2.2,6.052971634,50,40,7,2,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51967,Otu016,BDM09150046BF,0.05112869,BDM09150046BF,305,BioAgri,3,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.4,77,22.36590038,2.5,3.320773436,45,43,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51968,Otu016,BDM05150046BF,0.050735796,BDM05150046BF,305,BioAgri,3,2015-05,Spring2015,WA,SpringWA,05-2015WA,2015,6.1,9,21.76165803,2.5,16.13511783,49,39,7,4,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51969,Otu016,BDM09150034BF,0.05053981,BDM09150034BF,107,Organix,1,2015-09,Fall2015,WA,FallWA,09-2015WA,2015,5.7,25,20.79883098,2.2,3.631015578,45,44,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
51970,Otu016,BDM09160030BF,0.05045461,BDM09160030BF,102,BioAgri,1,2016-09,Fall2016,WA,FallWA,09-2016WA,2016,5.4,43,21.53110048,2.3,5.820360151,50,39,7,3,1,Bacteria,Acidobacteria,Acidobacteria_Gp7,Acidobacteria_Gp7_order_incertae_sedis,Acidobacteria_Gp7_family_incertae_sedis,Gp7,Gp7 (Phylum: Acidobacteria),,,Gp7
